Issue,Subject,Company,status,product_area,response,justification,request_type
,,,replied,interview_management,"Based on the support documentation: Frequently Asked Questions (FAQs) I have moved a candidate’s status to “HackerRank Send Invite” but the candidate has not received the invitation The job is set to trigger every 10 mins from HackerRank to check for records in the “HackerRank Send Invite” state. So, if all other criteria are met, your candidate might take a maximum of 10 mins to receive an invite. After the Test result is initially synced if I change the score in HackerRank, will it be synced back to Workday? The first time we send results to Workday is at the end of the test, once the report is generated.",Extractive fallback from local corpus (interview_management). Note: LLM escalated despite available corpus context.,feature_request
,,,replied,billing_payment,"If you need assistance with a billing or payment issue, please contact Hackerrank support at help@hackerrank.com. They will review your request and help resolve the problem.","Refund policy and billing assistance instructions are provided in the Hackerrank Refund policy section, which directs users to contact help@hackerrank.com for support (Section 4).",bug
,,,replied,interview_management,"To remove an interviewer (or any user) from an interview template:
1. Navigate to **Interviews > Templates**.
2. Click the **More options (⋮)** menu next to the template that the interviewer has access to and select **Share**.
3. In the **Share Interview Template** dialog, locate the interviewer’s name or team.
4. Choose **Remove User** from the drop‑down menu.
5. Confirm the removal in the confirmation dialog.
If you do not see the three‑dot menu for the user directly in the user list, ensure you are managing access via the template’s Share settings as described above.","Section 4 provides step‑by‑step instructions for removing user access from an interview template, which applies to removing an interviewer.",product_issue
,,,replied,billing_payment,"To pause your HackerRank subscription, follow these steps:
1. Click your profile icon (top‑right) and select **Settings**.
2. Open the **Billing** section under **Subscription**.
3. Click the **Cancel Plan** button. You will see a prompt about the new **Pause Subscription** feature.
4. Choose a pause duration (minimum 1 month, maximum 12 months) and click **Confirm Pause**.

Make sure you meet the prerequisites: the subscription must be active for at least 30 days and be a monthly Individual or Interview plan. (Source: Section 1 and Section 2 of the Pause Subscription documentation.)",User request matches the documented 'How to Pause Your Subscription' procedure (Section 1) and prerequisites (Section 2). No escalation needed.,product_issue
,,,replied,billing_payment,"Make sure the Claude Desktop app stays open for the entire task. If the app was closed or your computer went to sleep, the session may have ended, causing all requests to fail.",Section 3 of 'Get Started With Claude Cowork' explains that Claude stopping work often results from the Desktop app being closed or the computer sleeping.,bug
,,,replied,card_management,Visit our Lost or Stolen card page (https://www.visa.co.in/support/consumer/lost-stolen-card.html) for instructions on cancelling your card or obtaining an emergency replacement if your identity theft involves your Visa card.,Section 1 states to visit the Lost or Stolen card page for identity theft involving your Visa card.,product_issue
,,,replied,community_certification,"Based on the support documentation: source url: ""https://help.hackerrank.com/articles/9106957203 create a resume with resume builder"" article slug: ""9106957203 create a resume with resume builder"" last updated exact: ""Mar 7, 2025, 4:17 PM"" last updated relative: ""Last updated 1 year ago"" breadcrumbs: ""Additional Resources"" ""Job Search and Applications"" Create a Resume with Resume Builder Last updated: Mar 7, 2025, 4:17 PM (Last updated 1 year ago) The HackerRank Resume Builder is a powerful tool that helps you create a professional resume in just a few steps. It allows you to showcase your skills, achievements, and certifications to stand out to potential employers. Section 2 (Document: Hackerrank\Hackerrank Community\Additional Resources\Job Search And Applications\9106957203 Create A Resume With Resume Builder Path: hac...",Extractive fallback from local corpus (community_certification). Note: LLM escalated despite available corpus context.,bug
,,,replied,community_certification,"Yes, you can update the name on your certificate. You may change it only once per account and the change will apply to all your certificates.

To update the name:
1. Open your certificate page.
2. In the **Full Name** field, enter the correct name.
3. Click **Regenerate Certificate**.
4. In the confirmation dialog, click **Update Name**.

After you complete these steps, the platform will update your certificate with the new name. Remember, you cannot change the name again after this update.","The Certifications FAQs document states that the name can be updated once per account and provides the exact steps for updating the name on the certificate (Section 1, Certifications FAQs).",product_issue
,,,replied,payment_dispute,"To dispute a charge, contact your card issuer or bank using the free‑phone number (free when dialled from within the USA) printed on the front or back of your Visa card. They will guide you through the dispute process and may request detailed transaction information.","Based on Section 3 (FAQ) which states: “To dispute a charge, please contact your issuer or bank using the freephone number (only free when dialling from within the USA) located on the front or back of your Visa card.”",product_issue
,,,replied,security_vulnerability,"Thank you for reporting a security vulnerability. Please submit the details using our public vulnerability reporting form: https://docs.google.com/forms/d/1bjD-H30kVJAbIHnFXKzFcSjkUNjE-mwRHSF7R2uSjYM/viewform?edit_requested=true. Before submitting, review Anthropic’s Responsible Disclosure Policy at https://www.anthropic.com/responsible-disclosure-policy for guidance on the reporting process.",The response uses the reporting form and policy links provided in the Public Vulnerability Reporting article (Section 2) which outlines how to submit security vulnerabilities.,bug
,,,replied,privacy_data,"To stop Claude’s crawler from accessing your site, add a robots.txt rule that blocks the ClaudeBot. Place the following lines in the robots.txt file at the top‑level of each domain or subdomain you want to opt out of:

```
User-agent: ClaudeBot
Disallow: /
```

(If you prefer to limit crawl rate rather than block entirely, you can use the Crawl‑delay directive instead, e.g., `Crawl-delay: 1`.)

After updating robots.txt, the Anthropic bots will honor the rule. If you suspect the bot is still crawling or have further questions, email claudebot@anthropic.com from an address that includes the affected domain.

You can also view broader data‑handling information in the Help Center: https://support.claude.com/en/collections/4078534-privacy-and-legal.","Based on Section 4, the docs provide the exact robots.txt syntax to block ClaudeBot and the contact email for follow‑up. No other source is needed.",product_issue
,,,replied,card_management,"You can withdraw cash at any ATM that displays the Visa PLUS logo. Use your Visa card and the same PIN you use worldwide. To find nearby ATMs, visit the Visa ATM locator at http://www.visa.com/atmlocator.",Section 1 provides guidance on cash withdrawals using Visa PLUS ATMs and includes the locator link.,product_issue
,,,replied,billing_payment,"Based on the support documentation: source url: ""https://support.claude.com/en/articles/9450526 how can i export my claude data"" last updated iso: ""2026 03 16T21:02:19Z"" article id: ""9696315"" breadcrumbs: ""Claude"" ""Account management"" How can I export my Claude data? Last updated: 2026 03 16T21:02:19Z Data exports are available to individual Claude users (free, Pro, and Max) with active accounts. Data exports include conversation data and the user data for your account. Individual Claude users can export user information and chat history from Settings Privacy on the web app or Claude Desktop (it's not possible to run an export from Claude for iOS or Android). Follow these steps to export your data: 1. Click on your initials in the lower left corner of your account. 2. Select ""Settings"" from the menu. 3. Navigate to the ""P...",Extractive fallback from local corpus (billing_payment). Note: LLM escalated despite available corpus context.,product_issue
,,,escalated,conversation_management,This issue requires human support. A support specialist will follow up with you shortly.,Destructive / harmful request detected,invalid
,,,escalated,payment_dispute,This issue requires human support. A support specialist will follow up with you shortly.,Prompt injection / jailbreak attempt detected,product_issue
,,,replied,billing_payment,"For issues with Claude when used through Amazon Bedrock, you should contact AWS Support or your AWS account manager. See the article ""I use Claude in Amazon Bedrock. Who do I contact for customer support inquiries?"" which directs users to [Contact AWS Support](https://aws.amazon.com/contact-us/) and mentions reaching out to your AWS account manager for assistance.","The documentation (Section 4) provides a clear policy for support inquiries related to Claude on Amazon Bedrock, instructing users to contact AWS Support or their account manager. No other relevant guidance is available, so the response follows that policy.",bug
,,,replied,account_management,"Based on the support documentation: Recommendation is to send one reminder in 2 to 3 days depending on the expiry dates of the invites. Avoid over building assessments. Showcase the culture in the organization at every communication stage. Branding, logos, etc.",Extractive fallback from local corpus (account_management). Note: LLM escalated despite available corpus context.,product_issue
,,,replied,education,"To set up a Claude LTI key for your students, follow these steps:

**1. Create the Claude LTI developer key in Canvas**
1. Sign in to Canvas as an administrator and go to **Admin → Developer Keys**.
2. Click **+ Developer Key** then **+ LTI Key**.
3. Fill in the fields:
   - **Key Name:** Claude LTI
   - **Description:** (short description for the Claude LTI 1.3 app)
   - **Redirect URIs:** https://claude.ai/lti/launch
   - **Title:** Claude LTI
   - **Target Link URI:** https://claude.ai/lti/launch
   - **OpenID Connect Initiation Url:** https://claude.ai/api/lti/login
   - **JWK method:** https://claude.ai/api/lti/keys
4. Under **Additional Settings**, set **Privacy Level** to **Public**.
5. In **Placements**, remove the defaults and add **Course Navigation** and **Assignment Edit**.
6. Click **Save** and toggle the key **On**.

**2. Install Claude LTI as an app**
1. In Canvas, navigate to **Admin → Settings → Apps**.
2. Click **View App Configurations** then **+ App**.
3. Choose **Configuration Type: By Client ID**.
4. Enter the **Client ID** generated from the developer key you created in step 1.
5. Click **Install** and refresh the course page.

**3. Enable the integration in Claude for Education**
1. Sign in to Claude for Education as an administrator.
2. Go to **Organization settings > Connectors** (https://claude.ai/admin-settings/connectors).
3. Find **Canvas** and click **Enable**.
4. In the modal, enter:
   - **Canvas Domain**
   - **Client ID** (from Canvas Admin → Developer Keys)
   - **Deployment ID** (found in Canvas Admin → Settings → Apps → View App Configurations → Claude LTI Settings → Deployment ID)
5. Click **Save Changes**.

After these steps, the Claude LTI integration will be active for your courses and students.

If you have any further questions, contact your university’s administrator.",Steps for creating the Claude LTI developer key and installing the app are taken from Section 1 (Creating Claude LTI Developer Key in Canvas) and Section 2 (Installing Claude LTI as an App) of the Claude for Education documentation.,product_issue
,,,replied,card_management,"In the US Virgin Islands, merchants are allowed to require a minimum purchase amount of US $10 for Visa credit card transactions. This is an exception to the general rule that merchants cannot set minimum or maximum amounts. If you encounter a problem because a merchant is enforcing this minimum, you should notify your Visa card issuer for assistance.",Section 1 of visa\support.md states that in the USA and US territories (including the US Virgin Islands) a merchant may require a minimum transaction amount of US$10 for credit cards. It also advises notifying the Visa card issuer if you have an issue with a merchant's minimum spend requirement.,product_issue
